ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,orig_bytes,resp_bytes,bytes_ratio,duration,duration_zscore,conn_state_encoded,conn_interval,time_since_last_conn,conn_count_10s,conn_count_60s,conn_count_300s,interval_stddev,burst_score,total_conn_from_ip,hour_of_day,ja3,ja3_frequency,ja3_is_known,ja3_behavior_score,unique_ja3_from_ip,is_known_ip,ip_first_seen_hours_ago,recon_pattern_score,recent_activity_score,recent_docker_event,time_since_container_start,is_attack,attack_phase
1767522163.9585927,172.18.0.8,40777,172.18.0.2,8501,1071.6,1746.9,0.6134198119955838,0.0675,2.032930094403791,3,101.15527510643005,101.15527510643005,1,1,2,1899.6918734965893,0.0,2,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0005550636211894353,0.22842459177084012,0.3091890493292234,1,1.588204291095587,0,normal
1767522165.0482326,172.18.0.6,65476,172.18.0.2,8501,1062.9,1734.1,0.6129587990300229,0.034327,0.3877716174594105,3,25.908397674560547,25.908397674560547,1,2,4,3091.060179994983,0.0,4,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.00023529076295418982,0.12297552802900219,0.26126339010533894,0,8.702165335795836,0,normal
1767522172.069245,172.18.0.5,34198,172.18.0.2,8501,809.6,1738.5,0.4656870380006518,0.044354,0.8850259248849828,3,0.0,,1,1,1,2758.166466696007,0.0,1,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0006454424037132512,0.23497930753305388,0.18365466678336007,0,7.201625253463016,0,normal
1767522189.1994164,172.18.0.7,46750,172.18.0.2,8501,1099.1,1743.9,0.6302392754357091,0.018821,-0.3812254553138906,3,0.0,,1,1,1,2126.6980291494347,0.0,1,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0005198959117359874,0.010153167815314746,0.16328502924381827,0,7.674713883683658,0,normal
1767522195.1632833,172.18.0.6,38203,172.18.0.2,8501,1078.1,1739.1,0.6199288346874483,0.040938,0.7156208128376501,3,30.115050792694092,30.115050792694092,1,3,5,2795.712870157934,0.0,5,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0005201922847712382,0.09838221954470555,0.14489755575061303,0,6.745986707949325,0,normal
1767522202.4524362,172.18.0.8,36737,172.18.0.2,8501,1085.2,1738.2,0.6243228450742773,0.042814,0.8086486846212336,3,38.49384355545044,38.49384355545044,1,2,3,3458.757057296999,0.0,3,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0007004231855628239,0.08348412087362586,0.32226119598475444,1,5.9499332409552546,0,normal
1767522208.0659876,172.18.0.8,36052,172.18.0.2,8501,793.3,1731.6,0.458125456736623,0.033138,0.3288075549828816,3,5.613551378250122,5.613551378250122,2,3,4,3241.658095054264,0.0,4,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.00010148785627516499,0.05903711381861277,0.25374082232227724,0,0.8820090513991429,0,normal
1767522211.403881,172.18.0.9,54940,172.18.0.2,8501,1074.6,1731.4,0.6206275533801173,0.036823,0.511513746370251,3,0.0,,1,1,1,2495.973757057818,0.0,1,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0006422312842600404,0.15496489952253722,0.10267903453826188,0,6.249673785610105,0,normal
1767522265.634964,172.18.0.10,41150,172.18.0.2,8501,801.0,1742.7,0.4596320522584311,0.041642,0.7505425016372835,3,181.45365715026855,181.45365715026855,1,1,2,1886.1574064227955,0.0,2,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0002669863244553427,0.19298466916494042,0.10010323384243716,1,3.563914742804371,0,normal
1767522271.5014293,172.18.0.11,65481,172.18.0.2,8501,806.7,1735.5,0.4648109047039474,0.046465,0.9897057060055158,3,163.24605131149292,163.24605131149292,1,1,2,2502.826235626701,0.0,2,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0007139441088868547,0.2485909370471693,0.3090031474094164,0,3.400306098036613,0,normal
1767522287.2623525,172.18.0.11,38778,172.18.0.2,8501,1076.1,1742.7,0.6174636189306859,0.061941,1.7572192187682998,3,15.760923147201538,15.760923147201538,1,2,3,3303.1590946623737,0.0,3,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0009255439212425563,0.1512953287467748,0.24339576325601409,0,3.4254269149090546,0,normal
1767522289.961679,172.18.0.12,33159,172.18.0.2,8501,1073.9,1746.1,0.6150404997249811,0.041343,0.7357164800632764,3,153.83371257781982,153.83371257781982,1,1,5,3140.3267374002116,0.0,5,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.00016716473484076777,0.0583184091701278,0.34712721309605715,0,7.2626940111436005,0,normal
1767522290.6941833,172.18.0.6,34194,172.18.0.2,8501,1098.3,1740.0,0.6311923926177899,0.015134,-0.5641095054528981,3,95.53090000152588,95.53090000152588,1,1,6,2243.264720270766,0.0,6,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0006560185185546809,0.2508824058349116,0.12627390117114154,1,2.623721132965975,0,normal
1767522300.03129,172.18.0.7,48772,172.18.0.2,8501,800.3,1731.2,0.4622806777498294,0.040987,0.7180639258500463,3,110.83187365531921,110.83187365531921,1,1,2,3084.4033653863708,0.0,2,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0009778293266303516,0.054460656844904795,0.3682063609128641,1,3.4211796835760646,0,normal
1767522302.8782916,172.18.0.11,59231,172.18.0.2,8501,794.2,1735.9,0.4575118712485245,0.01663,-0.4898935693095887,3,15.615939140319824,15.615939140319824,1,3,4,2190.126024130025,0.0,4,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0009285406158140746,0.09261942454960193,0.1267599527706698,1,6.809591412395787,0,normal
1767522308.149437,172.18.0.9,51862,172.18.0.2,8501,791.4,1731.9,0.4569370122687926,0.018554,-0.3944813004649172,3,96.74555587768555,96.74555587768555,1,1,2,3310.1660996616965,0.0,2,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0006692165939342811,0.2169539984520598,0.25096559261275897,1,6.035549126201542,0,normal
1767522325.8983119,172.18.0.5,53086,172.18.0.2,8501,1080.2,1730.0,0.6244113967056748,0.068738,2.0943298757411117,3,153.82906675338745,153.82906675338745,1,1,2,1985.4389754552722,0.0,2,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0009202202098588201,0.06169548702723534,0.33886699855951485,0,6.017667074353759,0,normal
1767522344.5001462,172.18.0.12,56896,172.18.0.2,8501,1086.3,1734.7,0.6262376098757312,0.01753,-0.4452767395739256,3,54.53846716880798,54.53846716880798,1,2,5,1929.319580083256,0.0,6,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0003499241620667003,0.07438473561196797,0.2700091494187672,1,6.062930181068923,0,normal
1767522357.52175,172.18.0.7,42208,172.18.0.2,8501,807.6,1743.8,0.4631003955643243,0.022508,-0.1983782745403913,3,57.49045991897583,57.49045991897583,1,2,3,1579.645662673073,0.0,3,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.000631024722369877,0.23436709156481217,0.19206202911965609,1,8.839220945973063,0,normal
1767522361.8732452,172.18.0.12,44100,172.18.0.2,8501,1093.8,1732.3,0.6314317631762214,0.052291,1.2786559338260308,3,17.373099088668823,17.373099088668823,1,2,5,2414.6663767351283,0.0,7,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0007721216434340404,0.18902928870007724,0.18412502465001163,0,3.5513117174117896,0,normal
1767522377.133946,172.18.0.9,33618,172.18.0.2,8501,1074.5,1733.2,0.6199905252010074,0.01497,-0.5722505151025508,3,68.98450899124146,68.98450899124146,1,1,3,1784.2780518425327,0.0,3,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0006339040336097223,0.27502757528821,0.13884319988387633,0,1.1613518220075973,0,normal
1767522394.558011,172.18.0.5,38140,172.18.0.2,8501,805.8,1744.6,0.4618756888723174,0.030438,0.1948733422150023,3,68.65969920158386,68.65969920158386,1,1,3,2223.85998990549,0.0,3,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,7.513976840893277e-05,0.11838757086145567,0.2411233558800219,1,5.030289396675239,0,normal
1767522399.434642,172.18.0.1,47954,172.18.0.2,8501,798.0,2264.0,0.2606139777922926,0.016193,0.2307470873827075,0,0.0,,1,1,1,159.3868351785593,0.0,1,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1,0,0.0,0.2,0.1428571428571428,0,0.0,1,recon
1767522399.765206,172.18.0.1,47956,172.18.0.2,8501,804.0,2617.0,0.2350190002923121,0.006576,-0.5231216197788131,0,0.330564022064209,0.330564022064209,2,2,2,159.3868351785593,1.0,2,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1,0,9.182333946228028e-05,0.7,0.2857142857142857,0,0.0,1,recon
1767522400.084718,172.18.0.1,47958,172.18.0.2,8501,797.0,7605.0,0.0948583670554629,0.006212,-0.551655279902219,0,0.31951189041137695,0.31951189041137695,3,3,3,159.3868351785593,1.0,3,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1,0,0.0001805766423543,1.0,0.4285714285714285,0,0.0,1,recon
1767522400.403656,172.18.0.1,47960,172.18.0.2,8501,804.0,4424.0,0.1537872991583779,0.006459,-0.5322931533899079,0,0.3189380168914795,0.3189380168914795,4,4,4,159.3868351785593,1.0,4,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1,0,0.0002691705359352,1.0,0.5714285714285714,0,0.0,1,inject
1767522400.9255931,172.18.0.1,47962,172.18.0.2,8501,1034.0,1805.0,0.3642127509686509,0.017562,0.3380618695501323,0,0.5219371318817139,0.5219371318817139,5,5,5,159.3868351785593,1.0,5,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1,0,0.0004141530725691,1.0,0.7142857142857143,0,0.0,1,inject
1767522401.458955,172.18.0.1,47978,172.18.0.2,8501,804.0,3378.0,0.1922525107604017,0.005867,-0.5786995456785239,0,0.5333619117736816,0.5333619117736816,6,6,6,159.3868351785593,1.0,6,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1,0,0.0005623091591729,1.0,0.8571428571428571,0,0.0,1,inject
1767522401.477642,172.18.0.1,47994,172.18.0.2,8501,834.0,1805.0,0.3160287987874194,0.023863,0.8319920685544726,0,0.018687009811401367,0.018687009811401367,7,7,7,159.3868351785593,1.0,7,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1,0,0.0005674999952316,1.0,1.0,0,0.0,1,inject
1767522410.8134475,172.18.0.7,40655,172.18.0.2,8501,1089.9,1747.3,0.6237915865471839,0.026218,-0.0144130819625633,3,53.29169750213623,53.29169750213623,1,2,4,2327.647074932226,0.0,4,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0009115826107373063,0.28097518669970867,0.37212977881203835,0,8.932927643617875,0,normal
1767522426.0760117,172.18.0.7,38080,172.18.0.2,8501,804.9,1731.7,0.4648133147162701,0.059067,1.6147132069381278,3,15.262564182281494,15.262564182281494,1,2,5,2624.3847953194536,0.0,5,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.00098785071234325,0.21244283266500474,0.18353376405572658,1,7.858425020973144,0,normal
1767522426.5720556,172.18.0.7,40593,172.18.0.2,8501,794.3,1735.7,0.4576512273628903,0.050736,1.2015345710069187,3,0.4960439205169678,0.4960439205169678,2,3,6,2741.137112691059,0.0,6,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0003624016891017915,0.2005792031662158,0.35964772392808697,0,9.425851158661942,0,normal
1767522427.6437972,172.18.0.7,52621,172.18.0.2,8501,796.6,1742.2,0.4572217559173415,0.057566,1.540255435995063,3,1.0717415809631348,1.0717415809631348,3,4,7,1881.7243206758812,0.0,7,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.000465245299797765,0.27448833932524724,0.23502290060519612,1,2.608832704397082,0,normal
1767522433.1249762,172.18.0.7,59167,172.18.0.2,8501,805.0,1742.0,0.4620985795165531,0.010672,-0.7854054798546861,3,5.4811789989471436,5.4811789989471436,4,5,8,2095.258175985771,0.0,8,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0004603568327295457,0.2748069969149709,0.16436149680744422,0,9.98366648151644,0,normal
1767522436.6302233,172.18.0.5,45476,172.18.0.2,8501,800.8,1730.4,0.4627929302486047,0.010376,-0.8000536388575457,3,42.07221221923828,42.07221221923828,1,2,4,2603.9825467817227,0.0,4,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.000952791756207799,0.051301490567214204,0.2023913235488981,1,5.482128208618857,0,normal
1767522441.0276334,172.18.0.9,35738,172.18.0.2,8501,799.0,1740.2,0.4591104738957036,0.024659,-0.0917317327379811,3,63.89368748664856,63.89368748664856,1,1,4,2885.22939285709,0.0,4,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0004837159418381913,0.07028378010436351,0.38125492200395306,0,5.783666969242827,0,normal
1767522441.1442053,172.18.0.8,48501,172.18.0.2,8501,796.4,1741.1,0.4574447898588898,0.053016,1.3146244782540697,3,233.07821774482727,233.07821774482727,1,1,4,1668.652897579152,0.0,5,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0009975922534371346,0.14225990311122172,0.16743351895862812,0,5.56882868240278,0,normal
1767522444.3349304,172.18.0.5,46952,172.18.0.2,8501,798.3,1742.4,0.4581517339959323,0.009817,-0.8278119044531942,3,7.704707145690918,7.704707145690918,2,3,5,3411.22217026999,0.0,5,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.000873739808058999,0.1700082981593724,0.3903968155383609,1,6.372324695354892,0,normal
1767522448.8507926,172.18.0.10,64704,172.18.0.2,8501,806.0,1735.8,0.4643666395086508,0.017355,-0.4539581311042551,3,183.21582865715027,183.21582865715027,1,1,2,3213.406645328554,0.0,3,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.000732779501564183,0.17301627252384288,0.38510201829941537,0,1.7088853064568048,0,normal
1767522452.4080122,172.18.0.9,46907,172.18.0.2,8501,1061.1,1744.5,0.6082788443987561,0.048406,1.0859583760673284,3,11.380378723144531,11.380378723144531,1,2,5,2463.0824950943056,0.0,5,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,8.720359967514857e-05,0.23016466284719594,0.20105818749190377,0,1.3040238496536434,0,normal
1767522473.145789,172.18.0.8,51077,172.18.0.2,8501,1068.9,1743.7,0.6130191690809317,0.018661,-0.3891792983497705,3,32.00158357620239,32.00158357620239,1,2,4,2655.8889623982373,0.0,6,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.000767631466794749,0.17619974813350497,0.1826558592091967,1,4.436857600074871,0,normal
1767522486.9734592,172.18.0.7,43087,172.18.0.2,8501,794.5,1735.5,0.4577820499334629,0.012598,-0.6898538372597248,3,53.848483085632324,53.848483085632324,1,3,9,3061.280280793413,0.0,9,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0006562736001034321,0.14292430967195907,0.13844176001289946,1,5.1167163216282505,0,normal
1767522502.269484,172.18.0.5,60792,172.18.0.2,8501,807.7,1743.3,0.4633243193169022,0.011095,-0.7644207134767226,3,57.93455362319946,57.93455362319946,1,2,5,2445.2195058656266,0.0,6,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0003465708530376134,0.2453267477106696,0.29614251458301993,0,4.743225267723962,0,normal
1767522510.0971124,172.18.0.11,62733,172.18.0.2,8501,803.1,1746.1,0.4599288475931929,0.06283,1.80134314010288,3,207.218820810318,207.218820810318,1,1,4,2512.7880661302434,0.0,5,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.000744465585226996,0.23130896461621003,0.11150210631273873,0,6.341687017320944,0,normal
1767522515.5334482,172.18.0.9,58806,172.18.0.2,8501,1076.6,1743.0,0.6176499494829427,0.063564,1.8377168637109955,3,63.12543606758118,63.12543606758118,1,1,5,2583.4603860315187,0.0,6,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0002213771136485434,0.1545072327648952,0.15409561333445984,1,9.7708220339665,0,normal
1767522562.4519098,172.18.0.10,38052,172.18.0.2,8501,1078.3,1740.4,0.61955180516523,0.064215,1.8700309624535123,3,113.60111713409424,113.60111713409424,1,1,3,2235.259820491765,0.0,4,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0006066155276269433,0.2804334308831292,0.13733064555380434,1,7.332798854442884,0,normal
1767522588.647384,172.18.0.5,45594,172.18.0.2,8501,801.6,1735.5,0.461881448775888,0.043312,0.8333570408217409,3,86.37789988517761,86.37789988517761,1,1,6,3345.8933485609814,0.0,7,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0004242341846469202,0.08834715168546327,0.1343801295457514,0,8.97734220038076,0,normal
1767522609.2257164,172.18.0.9,37959,172.18.0.2,8501,791.9,1744.8,0.4538895292308032,0.039877,0.6629802074188302,3,93.69226813316345,93.69226813316345,1,1,5,3192.9892521956795,0.0,7,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,4.4389634823637e-05,0.230601375341867,0.3281415459654612,0,0.8845507909297745,0,normal
1767522618.4380727,172.18.0.12,46235,172.18.0.2,8501,801.4,1740.0,0.4605960867995688,0.057489,1.5364440901178809,3,256.5648274421692,256.5648274421692,1,1,3,2939.9261774334254,0.0,8,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0005989686728980849,0.00701278734769315,0.1407172431369145,0,0.8470632264069947,0,normal
1767522619.04429,172.18.0.5,41252,172.18.0.2,8501,796.0,1741.0,0.3137564052029957,0.01149,-0.1379172081128348,3,30.39690613746643,30.39690613746643,1,2,7,2682.331949939168,0.0,8,11,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0,0.2,0.1428571428571428,1,1.0442900657653809,0,normal
1767522620.640728,172.18.0.5,41258,172.18.0.2,8501,1070.0,1741.0,0.3806474564212024,0.029474,1.2718337360062033,3,1.596437931060791,1.596437931060791,2,3,8,2682.331949939168,1.0,9,11,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0004434549808502,0.7,0.2857142857142857,1,2.640727996826172,0,normal
1767522646.96222,172.18.0.6,39496,172.18.0.2,8501,1091.6,1731.7,0.6303505323998564,0.041867,0.7616947757117472,3,356.2680366039276,356.2680366039276,1,1,1,1598.7746495471451,0.0,7,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0006137328832207468,0.07199841478021649,0.11550637428603347,1,5.250287694717623,0,normal
1767522657.5160058,172.18.0.12,42361,172.18.0.2,8501,793.4,1748.3,0.4538332652362023,0.043968,0.8658943315125385,3,39.07793307304382,39.07793307304382,1,2,3,2640.5053449806646,0.0,9,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0006192478966381669,0.21607189179263192,0.10990790615926885,1,4.725579074191317,0,normal
1767522698.5597744,172.18.0.6,64489,172.18.0.2,8501,793.5,1739.0,0.4562953052863792,0.024735,-0.0879712297843853,3,51.597554445266724,51.597554445266724,1,2,2,2609.9720491724383,0.0,8,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.00024372091538997788,0.16206257371751048,0.33500445921132893,0,7.359583183859426,0,normal
1767522745.000481,172.18.0.10,38019,172.18.0.2,8501,803.0,1737.6,0.4621019773568332,0.069948,2.1543087850355995,3,182.54857110977173,182.54857110977173,1,1,3,2434.7475603559683,0.0,5,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.00042873329820748376,0.0599610066426829,0.3058754913406817,0,3.6904125376834713,0,normal
1767522747.4221184,172.18.0.7,56888,172.18.0.2,8501,809.7,1748.0,0.4632217087677619,0.048909,1.1109246649840583,3,260.44865918159485,260.44865918159485,1,1,2,3155.7802858881614,0.0,10,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0005551602217484854,0.08848873179463239,0.19977619605473884,1,9.412089012487705,0,normal
1767522776.4389958,172.18.0.11,64982,172.18.0.2,8501,796.1,1749.7,0.4549731063224827,0.049209,1.1257834481937075,3,266.3418834209442,266.3418834209442,1,1,2,3203.721408805753,0.0,6,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0008011808799269947,0.09382051254009402,0.19116345700528736,1,2.1595176675522794,0,normal
1767522779.7834632,172.18.0.6,65241,172.18.0.2,8501,790.5,1737.8,0.4549051418694428,0.041174,0.7273356999709722,3,81.22368884086609,81.22368884086609,1,1,3,3257.9433023485717,0.0,9,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.000964852358325372,0.12520624448688428,0.36758077986478765,0,7.757667300662412,0,normal
1767522790.9827142,172.18.0.6,44321,172.18.0.2,8501,1092.2,1739.0,0.628051831420703,0.057023,1.513318087094408,3,11.199250936508179,11.199250936508179,1,2,4,1658.1874430356665,0.0,10,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,1.0555423644924567e-06,0.14573715200765033,0.252579719926718,0,6.115725511144759,0,normal
1767522809.1586263,172.18.0.9,62815,172.18.0.2,8501,795.4,1748.7,0.4548316910976881,0.027917,0.069838679299907,3,199.93290996551514,199.93290996551514,1,1,3,3250.0343956062125,0.0,8,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0008549687728030672,0.08109372250984544,0.254624855541528,1,4.297313170803296,0,normal
1767522821.7384536,172.18.0.10,39830,172.18.0.2,8501,805.0,1740.6,0.4624627789738628,0.032498,0.297044824298751,3,76.73797273635864,76.73797273635864,1,1,3,3070.293612591313,0.0,6,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0007783538229972796,0.17137983715173286,0.277188943694256,1,6.218278843993173,0,normal
1767522893.3874717,172.18.0.9,57017,172.18.0.2,8501,1075.7,1748.1,0.6153341881210527,0.022576,-0.1950467561836587,3,84.2288453578949,84.2288453578949,1,1,3,1902.7322094307362,0.0,9,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,4.1612375254606815e-05,0.20841504732999044,0.34053776562261695,0,1.0739076825410976,0,normal
1767522920.6352897,172.18.0.6,35642,172.18.0.2,8501,1070.7,1730.5,0.6187218433450722,0.00874,-0.8812085610757027,3,129.6525754928589,129.6525754928589,1,1,5,3291.253167480659,0.0,11,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.000343092807569414,0.22354418002495438,0.1353263337143919,0,8.418623636662188,0,normal
1767522965.7307236,172.18.0.8,63033,172.18.0.2,8501,798.9,1749.2,0.4567326968809886,0.013217,-0.6591504510649324,3,492.5849347114563,492.5849347114563,1,1,1,3343.1710254206573,0.0,7,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0004493307684072765,0.11086757602613385,0.12053448134460795,1,7.102834155577139,0,normal
1767522977.7301757,172.18.0.9,41429,172.18.0.2,8501,1067.6,1745.7,0.6115611133356132,0.020346,-0.3056132968128948,3,84.34270405769348,84.34270405769348,1,1,3,2676.248300356395,0.0,10,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0005576102952336335,0.2935203862892034,0.3325972495353763,1,2.585145877748004,0,normal
1767522979.8164332,172.18.0.5,60793,172.18.0.2,8501,1084.3,1742.1,0.6224210582638187,0.017661,-0.4387677265878794,3,359.17570519447327,359.17570519447327,1,1,1,2717.9400046112637,0.0,10,10,304734bb1c086c3453b387400cf83f11,68,0,0.5,1,1,0.0005797155624698973,0.006847607586742043,0.33383593847641235,1,4.863647831708289,0,normal
