ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,orig_bytes,resp_bytes,bytes_ratio,duration,duration_zscore,conn_state_encoded,conn_interval,time_since_last_conn,conn_count_10s,conn_count_60s,conn_count_300s,interval_stddev,burst_score,total_conn_from_ip,hour_of_day,ja3,ja3_frequency,ja3_is_known,ja3_behavior_score,unique_ja3_from_ip,is_known_ip,ip_first_seen_hours_ago,recon_pattern_score,recent_activity_score,recent_docker_event,time_since_container_start,is_attack,attack_phase,proto,service,conn_state,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,ja3s
1767526048.522922,172.18.0.8,58152,172.18.0.2,8501,799.0,1741.0,0.3145669291338582,0.023728,0.8214095297724403,3,1066.342178106308,1066.342178106308,1,1,1,2901.3322323210814,1.0,57,12,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.2968234952953126,0.0,0.1428571428571428,1,0.5229220390319824,0,normal,,,,,,,,,
1767526050.39162,172.18.0.8,58162,172.18.0.2,8501,1085.0,1741.0,0.383934890304317,0.032415,1.5023763031021824,3,1.8686978816986084,1.8686978816986084,2,2,2,2901.3322323210814,1.0,57,12,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.2973425780402289,0.7,0.2857142857142857,1,2.391619920730591,0,normal,,,,,,,,,
1767526184.636973,172.18.0.5,57856,172.18.0.2,8501,780.0,1900.0,0.291044776119403,0.0169356981725282,,1,,1731.1069145202637,1,1,1,1428.176285683635,1.0,83,11,,0,1,1.0,,1,,0.2,0.0,0,0.0,0,discovery,tcp,ssl,SF,0.0,7.0,0.0,5.0,0.0,
1767526254.510865,172.18.0.1,60500,172.18.0.2,8501,798.0,2264.0,0.2606139777922926,0.007691,-0.4357176883568421,0,575.467747926712,575.467747926712,1,1,1,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.6932715144422319,0.0,0.1428571428571428,0,0.0,1,recon,,,,,,,,,
1767526254.832173,172.18.0.1,60512,172.18.0.2,8501,803.0,2613.0,0.2350702576112412,0.005866,-0.5787779348546871,0,0.3213081359863281,0.3213081359863281,2,2,2,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.6933607667022281,0.7,0.2857142857142857,0,0.0,1,recon,,,,,,,,,
1767526255.154951,172.18.0.1,60516,172.18.0.2,8501,797.0,7605.0,0.0948583670554629,0.007462,-0.4536688096982155,0,0.3227779865264892,0.3227779865264892,3,3,3,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.693450427254041,1.0,0.4285714285714285,0,0.0,1,recon,,,,,,,,,
1767526255.478144,172.18.0.1,60524,172.18.0.2,8501,803.0,4392.0,0.1545717035611164,0.00633,-0.5424053571149611,0,0.323192834854126,0.323192834854126,4,4,4,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.6935402030415005,1.0,0.5714285714285714,0,0.0,1,recon,,,,,,,,,
1767526256.002179,172.18.0.1,60536,172.18.0.2,8501,1033.0,1805.0,0.3639887244538407,0.014179,0.0728712865900173,0,0.5240349769592285,0.5240349769592285,5,5,5,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.6936857683128781,1.0,0.7142857142857143,0,0.0,1,inject,,,,,,,,,
1767526256.532786,172.18.0.1,60540,172.18.0.2,8501,803.0,3394.0,0.1913271384322135,0.006292,-0.5453841458091627,0,0.5306069850921631,0.5306069850921631,6,6,6,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.6938331591420703,1.0,0.8571428571428571,0,0.0,1,inject,,,,,,,,,
1767526256.553516,172.18.0.1,60542,172.18.0.2,8501,833.0,1783.0,0.3184250764525994,0.01021,-0.2382553536017343,0,0.0207300186157226,0.0207300186157226,7,7,7,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.6938389174805747,1.0,1.0,0,0.0,1,inject,,,,,,,,,
1767526655.907428,172.18.0.1,44842,172.18.0.2,8501,798.0,2286.0,0.2587548638132296,0.005623,-0.5978265046623453,0,399.35391211509705,399.35391211509705,1,1,1,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.8047705597347683,0.0,0.1428571428571428,0,0.0,1,recon,,,,,,,,,
1767526656.226859,172.18.0.1,44844,172.18.0.2,8501,803.0,2591.0,0.2365939893930465,0.005942,-0.5728203574662837,0,0.3194310665130615,0.3194310665130615,2,2,2,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.8048592905865776,0.7,0.2857142857142857,0,0.0,1,recon,,,,,,,,,
1767526656.546338,172.18.0.1,44854,172.18.0.2,8501,797.0,7605.0,0.0948583670554629,0.00571,-0.5910066463361467,0,0.3194789886474609,0.3194789886474609,3,3,3,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.8049480347500907,1.0,0.4285714285714285,0,0.0,1,inject,,,,,,,,,
1767526656.865821,172.18.0.1,44862,172.18.0.2,8501,803.0,4409.0,0.1540675364543361,0.006058,-0.5637272130313522,0,0.3194828033447265,0.3194828033447265,4,4,4,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.805036779973242,1.0,0.5714285714285714,0,0.0,1,inject,,,,,,,,,
1767526657.392,172.18.0.1,56242,172.18.0.2,8501,1032.0,1805.0,0.3637645400070497,0.014003,0.0590747915852936,0,0.5261790752410889,0.5261790752410889,5,5,5,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.8051829408274757,1.0,0.7142857142857143,0,0.0,1,inject,,,,,,,,,
1767526657.923056,172.18.0.1,56246,172.18.0.2,8501,803.0,3368.0,0.1925197794293934,0.017781,0.3552290991298737,0,0.5310559272766113,0.5310559272766113,6,6,6,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.8053304563628303,1.0,0.8571428571428571,0,0.0,1,inject,,,,,,,,,
1767526657.952669,172.18.0.1,56258,172.18.0.2,8501,833.0,1805.0,0.3157695223654284,0.010729,-0.1975713711730321,0,0.0296130180358886,0.0296130180358886,7,7,7,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.8053386822011736,1.0,1.0,0,0.0,1,inject,,,,,,,,,
1767527006.587569,172.18.0.5,55100,172.18.0.2,8501,796.0,1741.0,0.3137564052029957,0.040713,2.152849686904439,3,4385.946841001511,1295.1716692447662,1,1,1,2837.0311603902896,1.0,56,12,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,1.2187620219257145,0.0,0.1428571428571428,1,0.587568998336792,0,normal,,,,,,,,,
1767527008.947356,172.18.0.5,55110,172.18.0.2,8501,1070.0,1741.0,0.3806474564212024,0.018311,0.3967753624963711,3,2.3597869873046875,2.3597869873046875,2,2,2,2837.0311603902896,1.0,56,12,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,1.2194175183110767,0.7,0.2857142857142857,1,2.9473559856414795,0,normal,,,,,,,,,
1767527059.5444524,172.18.0.5,40212,172.18.0.2,8501,784.8075331949836,2294.274199778582,0.2548836313081791,0.0105016997660722,,1,,50.59709644317627,1,3,3,1428.176285683635,0.3333333333333333,83,11,,0,1,1.0,,1,,0.3,0.0,0,0.0,0,discovery,tcp,ssl,SF,0.0,5.0,0.0,9.0,0.0,
1767527112.687274,172.18.0.1,60810,172.18.0.2,8501,798.0,2264.0,0.2606139777922926,0.008755,-0.3523116049191943,0,454.7346050739288,454.7346050739288,1,1,1,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.9316538502772648,0.0,0.1428571428571428,0,0.0,1,recon,,,,,,,,,
1767527113.013795,172.18.0.1,60822,172.18.0.2,8501,803.0,2613.0,0.2350702576112412,0.006948,-0.4939608462461017,0,0.3265209197998047,0.3265209197998047,2,2,2,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.9317445505327648,0.7,0.2857142857142857,0,0.0,1,recon,,,,,,,,,
1767527113.335899,172.18.0.1,60836,172.18.0.2,8501,797.0,7605.0,0.0948583670554629,0.006167,-0.5551827928295631,0,0.3221042156219482,0.3221042156219482,3,3,3,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.9318340239259932,1.0,0.4285714285714285,0,0.0,1,recon,,,,,,,,,
1767527113.655417,172.18.0.1,60842,172.18.0.2,8501,803.0,4409.0,0.1540675364543361,0.006152,-0.5563586304720111,0,0.3195178508758545,0.3195178508758545,4,4,4,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.9319227788845698,1.0,0.5714285714285714,0,0.0,1,inject,,,,,,,,,
1767527114.177036,172.18.0.1,60856,172.18.0.2,8501,1033.0,1783.0,0.3668323863636363,0.014077,0.0648755906213705,0,0.5216190814971924,0.5216190814971924,5,5,5,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.9320676730738746,1.0,0.7142857142857143,0,0.0,1,inject,,,,,,,,,
1767527114.708022,172.18.0.1,60862,172.18.0.2,8501,803.0,3394.0,0.1913271384322135,0.005484,-0.6087226001490306,0,0.5309860706329346,0.5309860706329346,6,6,6,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.932215169204606,1.0,0.8571428571428571,0,0.0,1,inject,,,,,,,,,
1767527114.726061,172.18.0.1,60878,172.18.0.2,8501,833.0,1805.0,0.3157695223654284,0.008459,-0.3755148010635024,0,0.0180389881134033,0.0180389881134033,7,7,7,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.9322201800346376,1.0,1.0,0,0.0,1,inject,,,,,,,,,
