n_connections,id.resp_p_std,orig_bytes_mean,orig_bytes_std,orig_bytes_max,resp_bytes_mean,resp_bytes_std,resp_bytes_max,bytes_ratio_mean,bytes_ratio_std,bytes_ratio_max,duration_mean,duration_std,duration_max,duration_zscore_mean,duration_zscore_std,duration_zscore_max,conn_state_encoded_mean,conn_state_encoded_std,conn_state_encoded_max,conn_interval_mean,conn_interval_std,conn_interval_max,time_since_last_conn_mean,time_since_last_conn_std,conn_count_10s_mean,conn_count_10s_std,conn_count_10s_max,conn_count_60s_mean,conn_count_60s_std,conn_count_60s_max,conn_count_300s_mean,conn_count_300s_std,conn_count_300s_max,interval_stddev_mean,interval_stddev_std,interval_stddev_max,burst_score_mean,burst_score_std,burst_score_max,total_conn_from_ip_mean,total_conn_from_ip_std,total_conn_from_ip_max,ja3_frequency_mean,ja3_frequency_std,ja3_frequency_max,ja3_is_known_std,ja3_behavior_score_std,unique_ja3_from_ip_std,is_known_ip_std,ip_first_seen_hours_ago_mean,ip_first_seen_hours_ago_std,ip_first_seen_hours_ago_max,recon_pattern_score_mean,recon_pattern_score_std,recon_pattern_score_max,recent_activity_score_mean,recent_activity_score_std,recent_activity_score_max,recent_docker_event_mean,recent_docker_event_std,recent_docker_event_max,time_since_container_start_mean,time_since_container_start_std,time_since_container_start_max,is_attack
7,0.0,837.1428571428571,85.407705685589,1029.0,6329.0,4367.020456405794,12578.0,0.1798698332584272,0.1298518645924463,0.3659317211948791,0.008741,0.0032069824861802,0.01441,-0.3534090533854792,0.2513927150614872,0.0909791862837171,0.0,0.0,0,173.19812291009086,457.341041457907,1210.3500454425812,173.19812291009086,457.341041457907,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,25.0,2.160246899469287,28,441.0,0.0,441,0.0,0.0,0.0,0.0,0.4078176775811211,0.0002238973397185,0.4080865480502446,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,837.1428571428571,85.407705685589,1029.0,6329.0,4367.020456405794,12578.0,0.1798698332584272,0.1298518645924463,0.3659317211948791,0.008741,0.0032069824861802,0.01441,-0.3534090533854792,0.2513927150614872,0.0909791862837171,0.0,0.0,0,173.19812291009086,457.341041457907,1210.3500454425812,173.19812291009086,457.341041457907,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,25.0,2.160246899469287,28,441.0,0.0,441,0.0,0.0,0.0,0.0,0.4078176775811211,0.0002238973397185,0.4080865480502446,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,838.5714285714286,86.60611437779117,1033.0,3411.1428571428573,2071.3286741100446,7605.0,0.231010228116631,0.0929426148197032,0.3639887244538407,0.0116918571428571,0.0096654322963947,0.029541,-0.1220937929816054,0.7576652749755965,1.277085810809138,0.0,0.0,0,81.43566046442304,214.55465865217337,567.9997313022614,81.43566046442304,214.55465865217337,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,32.0,2.160246899469287,35,441.0,0.0,441,0.0,0.0,0.0,0.0,0.5331469526745024,0.0002257086635144,0.5334193622403675,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,838.5714285714286,86.60611437779117,1033.0,3411.1428571428573,2071.3286741100446,7605.0,0.231010228116631,0.0929426148197032,0.3639887244538407,0.0116918571428571,0.0096654322963947,0.029541,-0.1220937929816054,0.7576652749755965,1.277085810809138,0.0,0.0,0,81.43566046442304,214.55465865217337,567.9997313022614,81.43566046442304,214.55465865217337,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,32.0,2.160246899469287,35,441.0,0.0,441,0.0,0.0,0.0,0.0,0.5331469526745024,0.0002257086635144,0.5334193622403675,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,838.5714285714286,86.60611437779117,1033.0,3411.1428571428573,2071.3286741100446,7605.0,0.231010228116631,0.0929426148197032,0.3639887244538407,0.0116918571428571,0.0096654322963947,0.029541,-0.1220937929816054,0.7576652749755965,1.277085810809138,0.0,0.0,0,81.43566046442304,214.55465865217337,567.9997313022614,81.43566046442304,214.55465865217337,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,32.0,2.160246899469287,35,441.0,0.0,441,0.0,0.0,0.0,0.0,0.5331469526745024,0.0002257086635144,0.5334193622403675,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,838.5714285714286,86.60611437779117,1033.0,3408.0,2071.000402382063,7605.0,0.2312650350512523,0.093248746604257,0.3639887244538407,0.00829,0.002975468758588,0.014179,-0.3887625718350836,0.2332445446850624,0.0728712865900173,0.0,0.0,0,197.40099017960688,521.3732318345935,1379.764280319214,197.40099017960688,521.3732318345935,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,39.0,2.160246899469287,42,441.0,0.0,441,0.0,0.0,0.0,0.0,0.6935686794822179,0.000224728407459,0.6938389174805747,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,838.5714285714286,86.60611437779117,1033.0,3408.0,2071.000402382063,7605.0,0.2312650350512523,0.093248746604257,0.3639887244538407,0.00829,0.002975468758588,0.014179,-0.3887625718350836,0.2332445446850624,0.0728712865900173,0.0,0.0,0,197.40099017960688,521.3732318345935,1379.764280319214,197.40099017960688,521.3732318345935,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,39.0,2.160246899469287,42,441.0,0.0,441,0.0,0.0,0.0,0.0,0.6935686794822179,0.000224728407459,0.6938389174805747,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,838.5714285714286,86.60611437779117,1033.0,3408.0,2071.000402382063,7605.0,0.2312650350512523,0.093248746604257,0.3639887244538407,0.00829,0.002975468758588,0.014179,-0.3887625718350836,0.2332445446850624,0.0728712865900173,0.0,0.0,0,197.40099017960688,521.3732318345935,1379.764280319214,197.40099017960688,521.3732318345935,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,39.0,2.160246899469287,42,441.0,0.0,441,0.0,0.0,0.0,0.0,0.6935686794822179,0.000224728407459,0.6938389174805747,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
14,0.0,838.5,83.02895695061869,1033.0,3410.1428571428573,1989.4324222343828,7605.0,0.2310619846137541,0.0894877257762377,0.3668323863636363,0.0087062857142857,0.0039515450031712,0.017781,-0.3561302776437161,0.309758357370417,0.3552290991298737,0.0,0.0,0,55.64643466472626,207.5036068064882,776.5960233211517,55.64643466472626,207.5036068064882,7.5,4.183300132670378,14,7.5,4.183300132670378,14,7.5,4.183300132670378,14,159.38683517855932,2.9494601771078283e-14,159.3868351785593,0.8571428571428571,0.3631365196012814,1.0,49.5,4.183300132670378,56,441.0,0.0,441,0.0,0.0,0.0,0.0,0.8685089264549904,0.0658374857252311,0.9322201800346376,0.8142857142857143,0.361316274957897,1.0,0.5714285714285714,0.2964997266644404,1.0,0.0,0.0,0,0.0,0.0,0.0,1
14,0.0,838.5,83.02895695061869,1033.0,3410.1428571428573,1989.4324222343828,7605.0,0.2310619846137541,0.0894877257762377,0.3668323863636363,0.0087062857142857,0.0039515450031712,0.017781,-0.3561302776437161,0.309758357370417,0.3552290991298737,0.0,0.0,0,55.64643466472626,207.5036068064882,776.5960233211517,55.64643466472626,207.5036068064882,7.5,4.183300132670378,14,7.5,4.183300132670378,14,7.5,4.183300132670378,14,159.38683517855932,2.9494601771078283e-14,159.3868351785593,0.8571428571428571,0.3631365196012814,1.0,49.5,4.183300132670378,56,441.0,0.0,441,0.0,0.0,0.0,0.0,0.8685089264549904,0.0658374857252311,0.9322201800346376,0.8142857142857143,0.361316274957897,1.0,0.5714285714285714,0.2964997266644404,1.0,0.0,0.0,0,0.0,0.0,0.0,1
14,0.0,838.5,83.02895695061869,1033.0,3410.1428571428573,1989.4324222343828,7605.0,0.2310619846137541,0.0894877257762377,0.3668323863636363,0.0087062857142857,0.0039515450031712,0.017781,-0.3561302776437161,0.309758357370417,0.3552290991298737,0.0,0.0,0,55.64643466472626,207.5036068064882,776.5960233211517,55.64643466472626,207.5036068064882,7.5,4.183300132670378,14,7.5,4.183300132670378,14,7.5,4.183300132670378,14,159.38683517855932,2.9494601771078283e-14,159.3868351785593,0.8571428571428571,0.3631365196012814,1.0,49.5,4.183300132670378,56,441.0,0.0,441,0.0,0.0,0.0,0.0,0.8685089264549904,0.0658374857252311,0.9322201800346376,0.8142857142857143,0.361316274957897,1.0,0.5714285714285714,0.2964997266644404,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,838.5714285714286,86.60611437779117,1033.0,3410.4285714285716,2070.3947978701112,7605.0,0.2310983232863788,0.093426660918685,0.3668323863636363,0.010326,0.0107753376435884,0.034666,-0.2291622091668028,0.8446698407612415,1.678830338645552,0.0,0.0,0,222.93618668828697,588.9310873823215,1558.5062968730929,222.93618668828697,588.9310873823215,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,60.0,2.160246899469287,63,441.0,0.0,441,0.0,0.0,0.0,0.0,1.046147664605625,0.0002253374743146,1.0464200219180848,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,838.5714285714286,86.60611437779117,1033.0,3410.4285714285716,2070.3947978701112,7605.0,0.2310983232863788,0.093426660918685,0.3668323863636363,0.010326,0.0107753376435884,0.034666,-0.2291622091668028,0.8446698407612415,1.678830338645552,0.0,0.0,0,222.93618668828697,588.9310873823215,1558.5062968730929,222.93618668828697,588.9310873823215,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,60.0,2.160246899469287,63,441.0,0.0,441,0.0,0.0,0.0,0.0,1.046147664605625,0.0002253374743146,1.0464200219180848,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,838.5714285714286,86.60611437779117,1033.0,3410.4285714285716,2070.3947978701112,7605.0,0.2310983232863788,0.093426660918685,0.3668323863636363,0.010326,0.0107753376435884,0.034666,-0.2291622091668028,0.8446698407612415,1.678830338645552,0.0,0.0,0,222.93618668828697,588.9310873823215,1558.5062968730929,222.93618668828697,588.9310873823215,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,60.0,2.160246899469287,63,441.0,0.0,441,0.0,0.0,0.0,0.0,1.046147664605625,0.0002253374743146,1.0464200219180848,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
4,0.0,800.75,3.774917217635375,804.0,4233.0,2436.4680721623804,7605.0,0.1856048825798456,0.0753656939602827,0.2587548638132296,0.00621025,0.0007363986126186,0.007308,-0.5517924609605045,0.0577256805709011,-0.4657407428273487,0.0,0.0,0,228.900475859642,457.15983828091146,914.6402332782744,228.900475859642,457.15983828091146,2.5,1.2909944487358056,4,2.5,1.2909944487358056,4,2.5,1.2909944487358056,4,159.3868351785593,0.0,159.3868351785593,0.75,0.5,1.0,65.5,1.2909944487358056,67,441.0,0.0,441,0.0,0.0,0.0,0.0,1.1644194523659015,0.0001149654292739,1.164552800854047,0.675,0.4716990566028302,1.0,0.3571428571428571,0.1844277783908293,0.5714285714285714,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,839.2857142857143,86.76541992774595,1034.0,3417.1428571428573,2071.2855451443215,7605.0,0.2309377472894319,0.0933608914473022,0.3642127509686509,0.0095982857142857,0.0078089990975003,0.027114,-0.2862071325061392,0.6121410059122494,1.0868352802610448,0.0,0.0,0,130.95512448038372,345.5726934713293,914.6402332782744,130.95512448038372,345.5726934713293,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,67.0,2.160246899469287,70,441.0,0.0,441,0.0,0.0,0.0,0.0,1.1645825403550314,0.0002249444642598,1.164853903055191,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.0,839.2857142857143,86.76541992774595,1034.0,3417.1428571428573,2071.2855451443215,7605.0,0.2309377472894319,0.0933608914473022,0.3642127509686509,0.0095982857142857,0.0078089990975003,0.027114,-0.2862071325061392,0.6121410059122494,1.0868352802610448,0.0,0.0,0,130.95512448038372,345.5726934713293,914.6402332782744,130.95512448038372,345.5726934713293,4.0,2.160246899469287,7,4.0,2.160246899469287,7,4.0,2.160246899469287,7,159.3868351785593,0.0,159.3868351785593,0.8571428571428571,0.3779644730092272,1.0,67.0,2.160246899469287,70,441.0,0.0,441,0.0,0.0,0.0,0.0,1.1645825403550314,0.0002249444642598,1.164853903055191,0.8142857142857143,0.3760699023168052,1.0,0.5714285714285714,0.3086066999241838,1.0,0.0,0.0,0,0.0,0.0,0.0,1
3,0.0,890.6666666666666,125.03332889007368,1034.0,2329.3333333333335,927.2897785122692,3400.0,0.2913815669022136,0.0896574937007682,0.3642127509686509,0.0141156666666666,0.0113384438232648,0.027114,0.0679066387663477,0.888811270278488,1.0868352802610448,0.0,0.0,0,0.3613226413726806,0.2957731919757537,0.5422520637512207,0.3613226413726806,0.2957731919757537,6.0,1.0,7,6.0,1.0,7,6.0,1.0,7,159.3868351785593,0.0,159.3868351785593,1.0,0.0,1.0,69.0,1.0,70,441.0,0.0,441,0.0,0.0,0.0,0.0,1.1647999910072044,8.861093340479022e-05,1.164853903055191,1.0,0.0,1.0,0.8571428571428571,0.1428571428571428,1.0,0.0,0.0,0,0.0,0.0,0.0,1
14,0.0,838.5714285714286,83.20846322128747,1033.0,3412.0,1994.1423836210508,7605.0,0.2313036170365969,0.0900695605220628,0.3668323863636363,0.0118061428571428,0.0112561255040372,0.035961,-0.1131350299915252,0.8823584050510936,1.7803443217768995,0.0,0.0,0,68.72946340697153,256.4261450931194,959.6553707122804,68.72946340697153,256.4261450931194,7.5,4.183300132670378,14,7.5,4.183300132670378,14,7.5,4.183300132670378,14,159.38683517855932,2.9494601771078283e-14,159.3868351785593,0.8571428571428571,0.3631365196012814,1.0,77.5,4.183300132670378,84,441.0,0.0,441,0.0,0.0,0.0,0.0,1.3835962827290806,0.0858695264604262,1.4665899750259188,0.8142857142857143,0.361316274957897,1.0,0.5714285714285714,0.2964997266644404,1.0,0.0,0.0,0,0.0,0.0,0.0,1
14,0.0,838.5714285714286,83.20846322128747,1033.0,3412.0,1994.1423836210508,7605.0,0.2313036170365969,0.0900695605220628,0.3668323863636363,0.0118061428571428,0.0112561255040372,0.035961,-0.1131350299915252,0.8823584050510936,1.7803443217768995,0.0,0.0,0,68.72946340697153,256.4261450931194,959.6553707122804,68.72946340697153,256.4261450931194,7.5,4.183300132670378,14,7.5,4.183300132670378,14,7.5,4.183300132670378,14,159.38683517855932,2.9494601771078283e-14,159.3868351785593,0.8571428571428571,0.3631365196012814,1.0,77.5,4.183300132670378,84,441.0,0.0,441,0.0,0.0,0.0,0.0,1.3835962827290806,0.0858695264604262,1.4665899750259188,0.8142857142857143,0.361316274957897,1.0,0.5714285714285714,0.2964997266644404,1.0,0.0,0.0,0,0.0,0.0,0.0,1
14,0.0,838.5714285714286,83.20846322128747,1033.0,3412.0,1994.1423836210508,7605.0,0.2313036170365969,0.0900695605220628,0.3668323863636363,0.0118061428571428,0.0112561255040372,0.035961,-0.1131350299915252,0.8823584050510936,1.7803443217768995,0.0,0.0,0,68.72946340697153,256.4261450931194,959.6553707122804,68.72946340697153,256.4261450931194,7.5,4.183300132670378,14,7.5,4.183300132670378,14,7.5,4.183300132670378,14,159.38683517855932,2.9494601771078283e-14,159.3868351785593,0.8571428571428571,0.3631365196012814,1.0,77.5,4.183300132670378,84,441.0,0.0,441,0.0,0.0,0.0,0.0,1.3835962827290806,0.0858695264604262,1.4665899750259188,0.8142857142857143,0.361316274957897,1.0,0.5714285714285714,0.2964997266644404,1.0,0.0,0.0,0,0.0,0.0,0.0,1
2,0.0,800.5,3.5355339059327378,803.0,2449.5,231.22391744800103,2613.0,0.2469125607122353,0.0167475456551589,0.2587548638132296,0.0054625,0.0002015254326381,0.005605,-0.6104079674365395,0.0157974126404387,-0.599237509833283,0.0,0.0,0,1010.9360558986664,1429.2302349881834,2021.5544469356537,1010.9360558986664,1429.2302349881834,1.5,0.7071067811865476,2,1.5,0.7071067811865476,2,1.5,0.7071067811865476,2,159.3868351785593,0.0,159.3868351785593,0.5,0.7071067811865476,1.0,85.5,0.7071067811865476,86,441.0,0.0,441,0.0,0.0,0.0,0.0,1.5689651343226432,6.239527162156053e-05,1.5690092544423209,0.35,0.4949747468305832,0.7,0.2142857142857142,0.1010152544552211,0.2857142857142857,0.0,0.0,0,0.0,0.0,0.0,1
